item_id,dim_code,n_passes,mode,mean,min,max
sciver_test_292,AS,1,3,3,3,3
sciver_test_292,AT,1,3,3,3,3
sciver_test_292,MCr,1,3,3,3,3
sciver_test_292,QLl,1,3,3,3,3
sciver_test_292,QLq,1,2,2,2,2
sciver_test_292,VO,1,2,2,2,2
sciver_test_295,AS,1,3,3,3,3
sciver_test_295,AT,1,3,3,3,3
sciver_test_295,MCr,1,3,3,3,3
sciver_test_295,QLl,1,3,3,3,3
sciver_test_295,QLq,1,2,2,2,2
sciver_test_295,VO,1,2,2,2,2
sciver_test_296,AS,1,3,3,3,3
sciver_test_296,AT,1,4,4,4,4
sciver_test_296,MCr,1,3,3,3,3
sciver_test_296,QLl,1,3,3,3,3
sciver_test_296,QLq,1,3,3,3,3
sciver_test_296,VO,1,2,2,2,2
sciver_test_298,AS,1,2,2,2,2
sciver_test_298,AT,1,3,3,3,3
sciver_test_298,MCr,1,1,1,1,1
sciver_test_298,QLl,1,2,2,2,2
sciver_test_298,QLq,1,2,2,2,2
sciver_test_298,VO,1,1,1,1,1
sciver_test_3,AS,1,3,3,3,3
sciver_test_3,AT,1,3,3,3,3
sciver_test_3,MCr,1,2,2,2,2
sciver_test_3,QLl,1,2,2,2,2
sciver_test_3,QLq,1,2,2,2,2
sciver_test_3,VO,1,2,2,2,2
sciver_test_301,AS,1,3,3,3,3
sciver_test_301,AT,1,3,3,3,3
sciver_test_301,MCr,1,2,2,2,2
sciver_test_301,QLl,1,1,1,1,1
sciver_test_301,QLq,1,2,2,2,2
sciver_test_301,VO,1,1,1,1,1
sciver_test_303,AS,1,3,3,3,3
sciver_test_303,AT,1,3,3,3,3
sciver_test_303,MCr,1,2,2,2,2
sciver_test_303,QLl,1,3,3,3,3
sciver_test_303,QLq,1,2,2,2,2
sciver_test_303,VO,1,2,2,2,2
sciver_test_305,AS,1,3,3,3,3
sciver_test_305,AT,1,3,3,3,3
sciver_test_305,MCr,1,3,3,3,3
sciver_test_305,QLl,1,2,2,2,2
sciver_test_305,QLq,1,3,3,3,3
sciver_test_305,VO,1,2,2,2,2
sciver_test_306,AS,1,2,2,2,2
sciver_test_306,AT,1,3,3,3,3
sciver_test_306,MCr,1,2,2,2,2
sciver_test_306,QLl,1,2,2,2,2
sciver_test_306,QLq,1,3,3,3,3
sciver_test_306,VO,1,1,1,1,1
sciver_test_308,AS,1,3,3,3,3
sciver_test_308,AT,1,3,3,3,3
sciver_test_308,MCr,1,2,2,2,2
sciver_test_308,QLl,1,3,3,3,3
sciver_test_308,QLq,1,3,3,3,3
sciver_test_308,VO,1,2,2,2,2
sciver_test_309,AS,1,2,2,2,2
sciver_test_309,AT,1,3,3,3,3
sciver_test_309,MCr,1,2,2,2,2
sciver_test_309,QLl,1,3,3,3,3
sciver_test_309,QLq,1,2,2,2,2
sciver_test_309,VO,1,2,2,2,2
sciver_test_31,AS,1,3,3,3,3
sciver_test_31,AT,1,4,4,4,4
sciver_test_31,MCr,1,3,3,3,3
sciver_test_31,QLl,1,2,2,2,2
sciver_test_31,QLq,1,3,3,3,3
sciver_test_31,VO,1,2,2,2,2
sciver_test_310,AS,1,3,3,3,3
sciver_test_310,AT,1,4,4,4,4
sciver_test_310,MCr,1,3,3,3,3
sciver_test_310,QLl,1,3,3,3,3
sciver_test_310,QLq,1,2,2,2,2
sciver_test_310,VO,1,2,2,2,2
sciver_test_312,AS,1,3,3,3,3
sciver_test_312,AT,1,4,4,4,4
sciver_test_312,MCr,1,3,3,3,3
sciver_test_312,QLl,1,3,3,3,3
sciver_test_312,QLq,1,3,3,3,3
sciver_test_312,VO,1,2,2,2,2
sciver_test_313,AS,1,3,3,3,3
sciver_test_313,AT,1,4,4,4,4
sciver_test_313,MCr,1,3,3,3,3
sciver_test_313,QLl,1,3,3,3,3
sciver_test_313,QLq,1,3,3,3,3
sciver_test_313,VO,1,2,2,2,2
sciver_test_315,AS,1,3,3,3,3
sciver_test_315,AT,1,4,4,4,4
sciver_test_315,MCr,1,2,2,2,2
sciver_test_315,QLl,1,3,3,3,3
sciver_test_315,QLq,1,2,2,2,2
sciver_test_315,VO,1,2,2,2,2
sciver_test_317,AS,1,2,2,2,2
sciver_test_317,AT,1,3,3,3,3
sciver_test_317,MCr,1,2,2,2,2
sciver_test_317,QLl,1,1,1,1,1
sciver_test_317,QLq,1,2,2,2,2
sciver_test_317,VO,1,2,2,2,2
sciver_test_319,AS,1,2,2,2,2
sciver_test_319,AT,1,3,3,3,3
sciver_test_319,MCr,1,3,3,3,3
sciver_test_319,QLl,1,3,3,3,3
sciver_test_319,QLq,1,1,1,1,1
sciver_test_319,VO,1,2,2,2,2
sciver_test_322,AS,1,2,2,2,2
sciver_test_322,AT,1,3,3,3,3
sciver_test_322,MCr,1,4,4,4,4
sciver_test_322,QLl,1,3,3,3,3
sciver_test_322,QLq,1,2,2,2,2
sciver_test_322,VO,1,2,2,2,2
sciver_test_323,AS,1,3,3,3,3
sciver_test_323,AT,1,3,3,3,3
sciver_test_323,MCr,1,3,3,3,3
sciver_test_323,QLl,1,1,1,1,1
sciver_test_323,QLq,1,2,2,2,2
sciver_test_323,VO,1,2,2,2,2
sciver_test_326,AS,1,3,3,3,3
sciver_test_326,AT,1,3,3,3,3
sciver_test_326,MCr,1,3,3,3,3
sciver_test_326,QLl,1,2,2,2,2
sciver_test_326,QLq,1,3,3,3,3
sciver_test_326,VO,1,2,2,2,2
sciver_test_328,AS,1,3,3,3,3
sciver_test_328,AT,1,3,3,3,3
sciver_test_328,MCr,1,3,3,3,3
sciver_test_328,QLl,1,3,3,3,3
sciver_test_328,QLq,1,3,3,3,3
sciver_test_328,VO,1,2,2,2,2
sciver_test_33,AS,1,3,3,3,3
sciver_test_33,AT,1,3,3,3,3
sciver_test_33,MCr,1,3,3,3,3
sciver_test_33,QLl,1,3,3,3,3
sciver_test_33,QLq,1,1,1,1,1
sciver_test_33,VO,1,2,2,2,2
sciver_test_331,AS,1,3,3,3,3
sciver_test_331,AT,1,3,3,3,3
sciver_test_331,MCr,1,3,3,3,3
sciver_test_331,QLl,1,2,2,2,2
sciver_test_331,QLq,1,1,1,1,1
sciver_test_331,VO,1,1,1,1,1
sciver_test_333,AS,1,2,2,2,2
sciver_test_333,AT,1,3,3,3,3
sciver_test_333,MCr,1,2,2,2,2
sciver_test_333,QLl,1,3,3,3,3
sciver_test_333,QLq,1,3,3,3,3
sciver_test_333,VO,1,2,2,2,2
sciver_test_336,AS,1,2,2,2,2
sciver_test_336,AT,1,3,3,3,3
sciver_test_336,MCr,1,1,1,1,1
sciver_test_336,QLl,1,3,3,3,3
sciver_test_336,QLq,1,2,2,2,2
sciver_test_336,VO,1,2,2,2,2
sciver_test_338,AS,1,3,3,3,3
sciver_test_338,AT,1,3,3,3,3
sciver_test_338,MCr,1,2,2,2,2
sciver_test_338,QLl,1,3,3,3,3
sciver_test_338,QLq,1,3,3,3,3
sciver_test_338,VO,1,2,2,2,2
sciver_test_340,AS,1,3,3,3,3
sciver_test_340,AT,1,3,3,3,3
sciver_test_340,MCr,1,3,3,3,3
sciver_test_340,QLl,1,2,2,2,2
sciver_test_340,QLq,1,2,2,2,2
sciver_test_340,VO,1,2,2,2,2
sciver_test_341,AS,1,2,2,2,2
sciver_test_341,AT,1,3,3,3,3
sciver_test_341,MCr,1,2,2,2,2
sciver_test_341,QLl,1,3,3,3,3
sciver_test_341,QLq,1,2,2,2,2
sciver_test_341,VO,1,2,2,2,2
sciver_test_343,AS,1,3,3,3,3
sciver_test_343,AT,1,3,3,3,3
sciver_test_343,MCr,1,3,3,3,3
sciver_test_343,QLl,1,1,1,1,1
sciver_test_343,QLq,1,2,2,2,2
sciver_test_343,VO,1,1,1,1,1
sciver_test_346,AS,1,3,3,3,3
sciver_test_346,AT,1,4,4,4,4
sciver_test_346,MCr,1,3,3,3,3
sciver_test_346,QLl,1,3,3,3,3
sciver_test_346,QLq,1,3,3,3,3
sciver_test_346,VO,1,2,2,2,2
sciver_test_347,AS,1,2,2,2,2
sciver_test_347,AT,1,3,3,3,3
sciver_test_347,MCr,1,1,1,1,1
sciver_test_347,QLl,1,1,1,1,1
sciver_test_347,QLq,1,2,2,2,2
sciver_test_347,VO,1,2,2,2,2
sciver_test_349,AS,1,2,2,2,2
sciver_test_349,AT,1,3,3,3,3
sciver_test_349,MCr,1,3,3,3,3
sciver_test_349,QLl,1,3,3,3,3
sciver_test_349,QLq,1,3,3,3,3
sciver_test_349,VO,1,2,2,2,2
sciver_test_35,AS,1,2,2,2,2
sciver_test_35,AT,1,3,3,3,3
sciver_test_35,MCr,1,1,1,1,1
sciver_test_35,QLl,1,2,2,2,2
sciver_test_35,QLq,1,2,2,2,2
sciver_test_35,VO,1,2,2,2,2
sciver_test_351,AS,1,3,3,3,3
sciver_test_351,AT,1,4,4,4,4
sciver_test_351,MCr,1,3,3,3,3
sciver_test_351,QLl,1,2,2,2,2
sciver_test_351,QLq,1,3,3,3,3
sciver_test_351,VO,1,2,2,2,2
sciver_test_352,AS,1,3,3,3,3
sciver_test_352,AT,1,3,3,3,3
sciver_test_352,MCr,1,3,3,3,3
sciver_test_352,QLl,1,3,3,3,3
sciver_test_352,QLq,1,2,2,2,2
sciver_test_352,VO,1,2,2,2,2
sciver_test_353,AS,1,3,3,3,3
sciver_test_353,AT,1,3,3,3,3
sciver_test_353,MCr,1,3,3,3,3
sciver_test_353,QLl,1,3,3,3,3
sciver_test_353,QLq,1,0,0,0,0
sciver_test_353,VO,1,2,2,2,2
sciver_test_355,AS,1,3,3,3,3
sciver_test_355,AT,1,3,3,3,3
sciver_test_355,MCr,1,3,3,3,3
sciver_test_355,QLl,1,3,3,3,3
sciver_test_355,QLq,1,2,2,2,2
sciver_test_355,VO,1,1,1,1,1
sciver_test_357,AS,1,3,3,3,3
sciver_test_357,AT,1,3,3,3,3
sciver_test_357,MCr,1,3,3,3,3
sciver_test_357,QLl,1,3,3,3,3
sciver_test_357,QLq,1,2,2,2,2
sciver_test_357,VO,1,2,2,2,2
sciver_test_358,AS,1,4,4,4,4
sciver_test_358,AT,1,4,4,4,4
sciver_test_358,MCr,1,4,4,4,4
sciver_test_358,QLl,1,3,3,3,3
sciver_test_358,QLq,1,3,3,3,3
sciver_test_358,VO,1,2,2,2,2
sciver_test_360,AS,1,2,2,2,2
sciver_test_360,AT,1,3,3,3,3
sciver_test_360,MCr,1,1,1,1,1
sciver_test_360,QLl,1,1,1,1,1
sciver_test_360,QLq,1,2,2,2,2
sciver_test_360,VO,1,2,2,2,2
sciver_test_361,AS,1,2,2,2,2
sciver_test_361,AT,1,3,3,3,3
sciver_test_361,MCr,1,1,1,1,1
sciver_test_361,QLl,1,2,2,2,2
sciver_test_361,QLq,1,0,0,0,0
sciver_test_361,VO,1,1,1,1,1
sciver_test_363,AS,1,3,3,3,3
sciver_test_363,AT,1,4,4,4,4
sciver_test_363,MCr,1,3,3,3,3
sciver_test_363,QLl,1,3,3,3,3
sciver_test_363,QLq,1,2,2,2,2
sciver_test_363,VO,1,2,2,2,2
sciver_test_366,AS,1,3,3,3,3
sciver_test_366,AT,1,3,3,3,3
sciver_test_366,MCr,1,2,2,2,2
sciver_test_366,QLl,1,2,2,2,2
sciver_test_366,QLq,1,2,2,2,2
sciver_test_366,VO,1,2,2,2,2
sciver_test_368,AS,1,3,3,3,3
sciver_test_368,AT,1,4,4,4,4
sciver_test_368,MCr,1,2,2,2,2
sciver_test_368,QLl,1,3,3,3,3
sciver_test_368,QLq,1,3,3,3,3
sciver_test_368,VO,1,2,2,2,2
sciver_test_370,AS,1,2,2,2,2
sciver_test_370,AT,1,4,4,4,4
sciver_test_370,MCr,1,3,3,3,3
sciver_test_370,QLl,1,3,3,3,3
sciver_test_370,QLq,1,2,2,2,2
sciver_test_370,VO,1,2,2,2,2
sciver_test_371,AS,1,3,3,3,3
sciver_test_371,AT,1,4,4,4,4
sciver_test_371,MCr,1,3,3,3,3
sciver_test_371,QLl,1,2,2,2,2
sciver_test_371,QLq,1,3,3,3,3
sciver_test_371,VO,1,2,2,2,2
sciver_test_372,AS,1,1,1,1,1
sciver_test_372,AT,1,3,3,3,3
sciver_test_372,MCr,1,1,1,1,1
sciver_test_372,QLl,1,1,1,1,1
sciver_test_372,QLq,1,2,2,2,2
sciver_test_372,VO,1,1,1,1,1
sciver_test_374,AS,1,2,2,2,2
sciver_test_374,AT,1,3,3,3,3
sciver_test_374,MCr,1,3,3,3,3
sciver_test_374,QLl,1,2,2,2,2
sciver_test_374,QLq,1,3,3,3,3
sciver_test_374,VO,1,1,1,1,1
sciver_test_375,AS,1,3,3,3,3
sciver_test_375,AT,1,4,4,4,4
sciver_test_375,MCr,1,3,3,3,3
sciver_test_375,QLl,1,3,3,3,3
sciver_test_375,QLq,1,3,3,3,3
sciver_test_375,VO,1,2,2,2,2
sciver_test_377,AS,1,2,2,2,2
sciver_test_377,AT,1,3,3,3,3
sciver_test_377,MCr,1,1,1,1,1
sciver_test_377,QLl,1,1,1,1,1
sciver_test_377,QLq,1,1,1,1,1
sciver_test_377,VO,1,1,1,1,1
sciver_test_379,AS,1,2,2,2,2
sciver_test_379,AT,1,3,3,3,3
sciver_test_379,MCr,1,3,3,3,3
sciver_test_379,QLl,1,3,3,3,3
sciver_test_379,QLq,1,2,2,2,2
sciver_test_379,VO,1,2,2,2,2
sciver_test_38,AS,1,2,2,2,2
sciver_test_38,AT,1,3,3,3,3
sciver_test_38,MCr,1,1,1,1,1
sciver_test_38,QLl,1,2,2,2,2
sciver_test_38,QLq,1,2,2,2,2
sciver_test_38,VO,1,2,2,2,2
sciver_test_380,AS,1,3,3,3,3
sciver_test_380,AT,1,3,3,3,3
sciver_test_380,MCr,1,3,3,3,3
sciver_test_380,QLl,1,3,3,3,3
sciver_test_380,QLq,1,3,3,3,3
sciver_test_380,VO,1,2,2,2,2
sciver_test_382,AS,1,3,3,3,3
sciver_test_382,AT,1,3,3,3,3
sciver_test_382,MCr,1,3,3,3,3
sciver_test_382,QLl,1,3,3,3,3
sciver_test_382,QLq,1,3,3,3,3
sciver_test_382,VO,1,2,2,2,2
sciver_test_384,AS,1,2,2,2,2
sciver_test_384,AT,1,3,3,3,3
sciver_test_384,MCr,1,3,3,3,3
sciver_test_384,QLl,1,3,3,3,3
sciver_test_384,QLq,1,3,3,3,3
sciver_test_384,VO,1,2,2,2,2
sciver_test_386,AS,1,2,2,2,2
sciver_test_386,AT,1,3,3,3,3
sciver_test_386,MCr,1,2,2,2,2
sciver_test_386,QLl,1,2,2,2,2
sciver_test_386,QLq,1,3,3,3,3
sciver_test_386,VO,1,1,1,1,1
sciver_test_388,AS,1,3,3,3,3
sciver_test_388,AT,1,3,3,3,3
sciver_test_388,MCr,1,2,2,2,2
sciver_test_388,QLl,1,2,2,2,2
sciver_test_388,QLq,1,2,2,2,2
sciver_test_388,VO,1,2,2,2,2
sciver_test_39,AS,1,3,3,3,3
sciver_test_39,AT,1,3,3,3,3
sciver_test_39,MCr,1,3,3,3,3
sciver_test_39,QLl,1,2,2,2,2
sciver_test_39,QLq,1,2,2,2,2
sciver_test_39,VO,1,2,2,2,2
sciver_test_390,AS,1,3,3,3,3
sciver_test_390,AT,1,4,4,4,4
sciver_test_390,MCr,1,3,3,3,3
sciver_test_390,QLl,1,2,2,2,2
sciver_test_390,QLq,1,3,3,3,3
sciver_test_390,VO,1,2,2,2,2
sciver_test_392,AS,1,4,4,4,4
sciver_test_392,AT,1,4,4,4,4
sciver_test_392,MCr,1,3,3,3,3
sciver_test_392,QLl,1,3,3,3,3
sciver_test_392,QLq,1,2,2,2,2
sciver_test_392,VO,1,2,2,2,2
sciver_test_394,AS,1,2,2,2,2
sciver_test_394,AT,1,3,3,3,3
sciver_test_394,MCr,1,3,3,3,3
sciver_test_394,QLl,1,3,3,3,3
sciver_test_394,QLq,1,3,3,3,3
sciver_test_394,VO,1,2,2,2,2
sciver_test_395,AS,1,3,3,3,3
sciver_test_395,AT,1,4,4,4,4
sciver_test_395,MCr,1,3,3,3,3
sciver_test_395,QLl,1,3,3,3,3
sciver_test_395,QLq,1,3,3,3,3
sciver_test_395,VO,1,2,2,2,2
sciver_test_398,AS,1,2,2,2,2
sciver_test_398,AT,1,3,3,3,3
sciver_test_398,MCr,1,2,2,2,2
sciver_test_398,QLl,1,2,2,2,2
sciver_test_398,QLq,1,2,2,2,2
sciver_test_398,VO,1,1,1,1,1
sciver_test_400,AS,1,2,2,2,2
sciver_test_400,AT,1,3,3,3,3
sciver_test_400,MCr,1,2,2,2,2
sciver_test_400,QLl,1,3,3,3,3
sciver_test_400,QLq,1,2,2,2,2
sciver_test_400,VO,1,1,1,1,1
sciver_test_402,AS,1,3,3,3,3
sciver_test_402,AT,1,3,3,3,3
sciver_test_402,MCr,1,2,2,2,2
sciver_test_402,QLl,1,3,3,3,3
sciver_test_402,QLq,1,3,3,3,3
sciver_test_402,VO,1,1,1,1,1
sciver_test_404,AS,1,3,3,3,3
sciver_test_404,AT,1,3,3,3,3
sciver_test_404,MCr,1,1,1,1,1
sciver_test_404,QLl,1,3,3,3,3
sciver_test_404,QLq,1,2,2,2,2
sciver_test_404,VO,1,2,2,2,2
sciver_test_406,AS,1,3,3,3,3
sciver_test_406,AT,1,3,3,3,3
sciver_test_406,MCr,1,3,3,3,3
sciver_test_406,QLl,1,3,3,3,3
sciver_test_406,QLq,1,3,3,3,3
sciver_test_406,VO,1,2,2,2,2
sciver_test_407,AS,1,3,3,3,3
sciver_test_407,AT,1,4,4,4,4
sciver_test_407,MCr,1,3,3,3,3
sciver_test_407,QLl,1,3,3,3,3
sciver_test_407,QLq,1,3,3,3,3
sciver_test_407,VO,1,2,2,2,2
sciver_test_409,AS,1,3,3,3,3
sciver_test_409,AT,1,4,4,4,4
sciver_test_409,MCr,1,3,3,3,3
sciver_test_409,QLl,1,3,3,3,3
sciver_test_409,QLq,1,3,3,3,3
sciver_test_409,VO,1,2,2,2,2
sciver_test_41,AS,1,2,2,2,2
sciver_test_41,AT,1,3,3,3,3
sciver_test_41,MCr,1,1,1,1,1
sciver_test_41,QLl,1,1,1,1,1
sciver_test_41,QLq,1,2,2,2,2
sciver_test_41,VO,1,2,2,2,2
sciver_test_411,AS,1,2,2,2,2
sciver_test_411,AT,1,4,4,4,4
sciver_test_411,MCr,1,1,1,1,1
sciver_test_411,QLl,1,1,1,1,1
sciver_test_411,QLq,1,2,2,2,2
sciver_test_411,VO,1,2,2,2,2
sciver_test_412,AS,1,3,3,3,3
sciver_test_412,AT,1,3,3,3,3
sciver_test_412,MCr,1,3,3,3,3
sciver_test_412,QLl,1,2,2,2,2
sciver_test_412,QLq,1,3,3,3,3
sciver_test_412,VO,1,2,2,2,2
sciver_test_414,AS,1,3,3,3,3
sciver_test_414,AT,1,4,4,4,4
sciver_test_414,MCr,1,3,3,3,3
sciver_test_414,QLl,1,3,3,3,3
sciver_test_414,QLq,1,3,3,3,3
sciver_test_414,VO,1,2,2,2,2
sciver_test_417,AS,1,2,2,2,2
sciver_test_417,AT,1,3,3,3,3
sciver_test_417,MCr,1,3,3,3,3
sciver_test_417,QLl,1,3,3,3,3
sciver_test_417,QLq,1,2,2,2,2
sciver_test_417,VO,1,1,1,1,1
sciver_test_419,AS,1,3,3,3,3
sciver_test_419,AT,1,3,3,3,3
sciver_test_419,MCr,1,3,3,3,3
sciver_test_419,QLl,1,3,3,3,3
sciver_test_419,QLq,1,2,2,2,2
sciver_test_419,VO,1,1,1,1,1
sciver_test_42,AS,1,3,3,3,3
sciver_test_42,AT,1,3,3,3,3
sciver_test_42,MCr,1,3,3,3,3
sciver_test_42,QLl,1,3,3,3,3
sciver_test_42,QLq,1,2,2,2,2
sciver_test_42,VO,1,2,2,2,2
sciver_test_421,AS,1,2,2,2,2
sciver_test_421,AT,1,4,4,4,4
sciver_test_421,MCr,1,3,3,3,3
sciver_test_421,QLl,1,3,3,3,3
sciver_test_421,QLq,1,3,3,3,3
sciver_test_421,VO,1,1,1,1,1
sciver_test_422,AS,1,3,3,3,3
sciver_test_422,AT,1,4,4,4,4
sciver_test_422,MCr,1,2,2,2,2
sciver_test_422,QLl,1,3,3,3,3
sciver_test_422,QLq,1,3,3,3,3
sciver_test_422,VO,1,2,2,2,2
sciver_test_426,AS,1,3,3,3,3
sciver_test_426,AT,1,3,3,3,3
sciver_test_426,MCr,1,2,2,2,2
sciver_test_426,QLl,1,3,3,3,3
sciver_test_426,QLq,1,3,3,3,3
sciver_test_426,VO,1,2,2,2,2
sciver_test_429,AS,1,3,3,3,3
sciver_test_429,AT,1,4,4,4,4
sciver_test_429,MCr,1,3,3,3,3
sciver_test_429,QLl,1,3,3,3,3
sciver_test_429,QLq,1,3,3,3,3
sciver_test_429,VO,1,2,2,2,2
sciver_test_431,AS,1,3,3,3,3
sciver_test_431,AT,1,4,4,4,4
sciver_test_431,MCr,1,3,3,3,3
sciver_test_431,QLl,1,3,3,3,3
sciver_test_431,QLq,1,3,3,3,3
sciver_test_431,VO,1,2,2,2,2
sciver_test_432,AS,1,3,3,3,3
sciver_test_432,AT,1,3,3,3,3
sciver_test_432,MCr,1,3,3,3,3
sciver_test_432,QLl,1,2,2,2,2
sciver_test_432,QLq,1,3,3,3,3
sciver_test_432,VO,1,1,1,1,1
sciver_test_434,AS,1,3,3,3,3
sciver_test_434,AT,1,3,3,3,3
sciver_test_434,MCr,1,3,3,3,3
sciver_test_434,QLl,1,3,3,3,3
sciver_test_434,QLq,1,3,3,3,3
sciver_test_434,VO,1,2,2,2,2
sciver_test_435,AS,1,2,2,2,2
sciver_test_435,AT,1,4,4,4,4
sciver_test_435,MCr,1,4,4,4,4
sciver_test_435,QLl,1,3,3,3,3
sciver_test_435,QLq,1,3,3,3,3
sciver_test_435,VO,1,2,2,2,2
sciver_test_436,AS,1,3,3,3,3
sciver_test_436,AT,1,4,4,4,4
sciver_test_436,MCr,1,3,3,3,3
sciver_test_436,QLl,1,3,3,3,3
sciver_test_436,QLq,1,3,3,3,3
sciver_test_436,VO,1,2,2,2,2
sciver_test_438,AS,1,3,3,3,3
sciver_test_438,AT,1,4,4,4,4
sciver_test_438,MCr,1,3,3,3,3
sciver_test_438,QLl,1,3,3,3,3
sciver_test_438,QLq,1,3,3,3,3
sciver_test_438,VO,1,2,2,2,2
sciver_test_439,AS,1,2,2,2,2
sciver_test_439,AT,1,4,4,4,4
sciver_test_439,MCr,1,3,3,3,3
sciver_test_439,QLl,1,2,2,2,2
sciver_test_439,QLq,1,3,3,3,3
sciver_test_439,VO,1,2,2,2,2
sciver_test_440,AS,1,2,2,2,2
sciver_test_440,AT,1,3,3,3,3
sciver_test_440,MCr,1,3,3,3,3
sciver_test_440,QLl,1,3,3,3,3
sciver_test_440,QLq,1,2,2,2,2
sciver_test_440,VO,1,2,2,2,2
sciver_test_445,AS,1,3,3,3,3
sciver_test_445,AT,1,4,4,4,4
sciver_test_445,MCr,1,3,3,3,3
sciver_test_445,QLl,1,4,4,4,4
sciver_test_445,QLq,1,3,3,3,3
sciver_test_445,VO,1,2,2,2,2
sciver_test_447,AS,1,3,3,3,3
sciver_test_447,AT,1,3,3,3,3
sciver_test_447,MCr,1,2,2,2,2
sciver_test_447,QLl,1,3,3,3,3
sciver_test_447,QLq,1,3,3,3,3
sciver_test_447,VO,1,2,2,2,2
sciver_test_449,AS,1,3,3,3,3
sciver_test_449,AT,1,4,4,4,4
sciver_test_449,MCr,1,3,3,3,3
sciver_test_449,QLl,1,3,3,3,3
sciver_test_449,QLq,1,3,3,3,3
sciver_test_449,VO,1,2,2,2,2
sciver_test_45,AS,1,2,2,2,2
sciver_test_45,AT,1,3,3,3,3
sciver_test_45,MCr,1,1,1,1,1
sciver_test_45,QLl,1,1,1,1,1
sciver_test_45,QLq,1,2,2,2,2
sciver_test_45,VO,1,2,2,2,2
sciver_test_451,AS,1,2,2,2,2
sciver_test_451,AT,1,4,4,4,4
sciver_test_451,MCr,1,2,2,2,2
sciver_test_451,QLl,1,3,3,3,3
sciver_test_451,QLq,1,2,2,2,2
sciver_test_451,VO,1,2,2,2,2
sciver_test_453,AS,1,3,3,3,3
sciver_test_453,AT,1,4,4,4,4
sciver_test_453,MCr,1,3,3,3,3
sciver_test_453,QLl,1,3,3,3,3
sciver_test_453,QLq,1,3,3,3,3
sciver_test_453,VO,1,2,2,2,2
sciver_test_455,AS,1,3,3,3,3
sciver_test_455,AT,1,4,4,4,4
sciver_test_455,MCr,1,3,3,3,3
sciver_test_455,QLl,1,2,2,2,2
sciver_test_455,QLq,1,3,3,3,3
sciver_test_455,VO,1,2,2,2,2
sciver_test_458,AS,1,2,2,2,2
sciver_test_458,AT,1,3,3,3,3
sciver_test_458,MCr,1,2,2,2,2
sciver_test_458,QLl,1,2,2,2,2
sciver_test_458,QLq,1,2,2,2,2
sciver_test_458,VO,1,1,1,1,1
sciver_test_459,AS,1,3,3,3,3
sciver_test_459,AT,1,3,3,3,3
sciver_test_459,MCr,1,2,2,2,2
sciver_test_459,QLl,1,3,3,3,3
sciver_test_459,QLq,1,2,2,2,2
sciver_test_459,VO,1,2,2,2,2
sciver_test_460,AS,1,3,3,3,3
sciver_test_460,AT,1,3,3,3,3
sciver_test_460,MCr,1,3,3,3,3
sciver_test_460,QLl,1,3,3,3,3
sciver_test_460,QLq,1,3,3,3,3
sciver_test_460,VO,1,2,2,2,2
sciver_test_461,AS,1,3,3,3,3
sciver_test_461,AT,1,3,3,3,3
sciver_test_461,MCr,1,3,3,3,3
sciver_test_461,QLl,1,3,3,3,3
sciver_test_461,QLq,1,2,2,2,2
sciver_test_461,VO,1,2,2,2,2
sciver_test_463,AS,1,2,2,2,2
sciver_test_463,AT,1,4,4,4,4
sciver_test_463,MCr,1,3,3,3,3
sciver_test_463,QLl,1,3,3,3,3
sciver_test_463,QLq,1,2,2,2,2
sciver_test_463,VO,1,2,2,2,2
sciver_test_465,AS,1,2,2,2,2
sciver_test_465,AT,1,4,4,4,4
sciver_test_465,MCr,1,3,3,3,3
sciver_test_465,QLl,1,3,3,3,3
sciver_test_465,QLq,1,2,2,2,2
sciver_test_465,VO,1,2,2,2,2
sciver_test_466,AS,1,2,2,2,2
sciver_test_466,AT,1,3,3,3,3
sciver_test_466,MCr,1,2,2,2,2
sciver_test_466,QLl,1,1,1,1,1
sciver_test_466,QLq,1,2,2,2,2
sciver_test_466,VO,1,1,1,1,1
sciver_test_468,AS,1,3,3,3,3
sciver_test_468,AT,1,3,3,3,3
sciver_test_468,MCr,1,3,3,3,3
sciver_test_468,QLl,1,3,3,3,3
sciver_test_468,QLq,1,2,2,2,2
sciver_test_468,VO,1,2,2,2,2
sciver_test_47,AS,1,2,2,2,2
sciver_test_47,AT,1,3,3,3,3
sciver_test_47,MCr,1,1,1,1,1
sciver_test_47,QLl,1,2,2,2,2
sciver_test_47,QLq,1,2,2,2,2
sciver_test_47,VO,1,2,2,2,2
sciver_test_470,AS,1,3,3,3,3
sciver_test_470,AT,1,4,4,4,4
sciver_test_470,MCr,1,3,3,3,3
sciver_test_470,QLl,1,2,2,2,2
sciver_test_470,QLq,1,1,1,1,1
sciver_test_470,VO,1,1,1,1,1
sciver_test_472,AS,1,3,3,3,3
sciver_test_472,AT,1,3,3,3,3
sciver_test_472,MCr,1,2,2,2,2
sciver_test_472,QLl,1,2,2,2,2
sciver_test_472,QLq,1,3,3,3,3
sciver_test_472,VO,1,1,1,1,1
sciver_test_473,AS,1,2,2,2,2
sciver_test_473,AT,1,3,3,3,3
sciver_test_473,MCr,1,2,2,2,2
sciver_test_473,QLl,1,3,3,3,3
sciver_test_473,QLq,1,3,3,3,3
sciver_test_473,VO,1,2,2,2,2
sciver_test_475,AS,1,2,2,2,2
sciver_test_475,AT,1,4,4,4,4
